movie_id,title,tags
41154,Men in Black 3,timetravel timemachine alien fictionalgovernmentagency seeingthefuture changinghistory willsmith tommyleejones joshbrolin barrysonnenfeld action comedy sciencefiction
122917,The Hobbit: The Battle of the Five Armies,corruption elves dwarves orcs middle-earth(tolkien) hobbit dragon battle unlikelyfriendship epicbattle swordandsorcery martinfreeman ianmckellen richardarmitage peterjackson action adventure fantasy
1930,The Amazing Spider-Man,lossoffather vigilante serum marvelcomic scientificexperiment spiderbite maskedvigilante reboot superpowers geneticengineering socialoutcast duringcreditsstinger andrewgarfield emmastone rhysifans marcwebb action adventure fantasy
20662,Robin Hood,robinhood archer knight sherwoodforest bowandarrow middleages medieval kingofengland russellcrowe cateblanchett maxvonsydow ridleyscott action adventure
57158,The Hobbit: The Desolation of Smaug,elves dwarves orcs hobbit dragon wizard swordandsorcery martinfreeman ianmckellen richardarmitage peterjackson adventure fantasy
2268,The Golden Compass,england compass experiment lordship uncle polarbear orphan animal basedonyoungadultnovel dakotabluerichards nicolekidman danielcraig chrisweitz adventure fantasy
254,King Kong,filmbusiness screenplay showbusiness filmmaking filmproducer exoticisland monster indigenous ship dinosaur naomiwatts jackblack adrienbrody peterjackson adventure drama action
597,Titanic,shipwreck iceberg ship panic titanic oceanliner epic richwoman-poorman love disaster tragiclove classdifferences imax starcrossedlovers steerage salvage richsnob 3d 1910s katewinslet leonardodicaprio francesfisher jamescameron drama romance thriller
271110,Captain America: Civil War,civilwar war marvelcomic sequel superhero basedoncomicbook imax aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d chrisevans robertdowneyjr. scarlettjohansson anthonyrusso joerusso adventure action sciencefiction
44833,Battleship,fight u.s.navy mindreading hongkong soccer scientist fictionalwar naval armada battleship navalcombat jdsmyoko lostcommunication taser buoy communicationsexpert jointchiefsofstaff crashlanding jetfighterpilot navylieutenant permissiontomarry ussjohnpauljones basedonboardgame aftercreditsstinger mightymo ussmissouri taylorkitsch alexanderskarsgård rihanna peterberg thriller action adventure sciencefiction
135397,Jurassic World,monster dna tyrannosaurusrex velociraptor island sequel suspense disaster escape dinosaur amusementpark animalattack themepark jurassicpark 3d animalhorror chrispratt brycedallashoward irrfankhan colintrevorrow action adventure sciencefiction thriller
37724,Skyfall,spy secretagent sociopath killer artgallery britishsecretservice istanbulturkey imax uzi boobytrap impersonatingapoliceofficer macao danielcraig judidench javierbardem sammendes action adventure thriller
558,Spider-Man 2,dualidentity loveofone'slife pizzaboy marvelcomic sequel superhero doctor scientist tentacle death supervillain tobeymaguire kirstendunst jamesfranco samraimi action adventure fantasy
68721,Iron Man 3,terrorist waronterror tennessee malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse mandarin 3d warmachine ironpatriot extremis robertdowneyjr. gwynethpaltrow doncheadle shaneblack action adventure sciencefiction
12155,Alice in Wonderland,basedonnovel fictionalplace queen fantasy aliceinwonderland fantasyworld 3d miawasikowska johnnydepp annehathaway timburton family fantasy adventure
36668,X-Men: The Last Stand,mutant marvelcomic basedoncomicbook superhuman beast cyclops aftercreditsstinger hughjackman halleberry ianmckellen brettratner adventure action sciencefiction thriller
62211,Monsters University,monster dormitory games animation bestfriend university scary aftercreditsstinger billycrystal johngoodman stevebuscemi danscanlon animation family
8373,Transformers: Revenge of the Fallen,egypt sun chaos symbol artifact transformers tank robot imax duringcreditsstinger shialabeouf meganfox joshduhamel michaelbay sciencefiction action adventure
91314,Transformers: Age of Extinction,sequel alien transformers giantrobot robot imax transformingrobot markwahlberg stanleytucci kelseygrammer michaelbay sciencefiction action adventure
68728,Oz: The Great and Powerful,circus witch magic hope illusion lost magictrick wizard 3d jamesfranco milakunis rachelweisz samraimi fantasy adventure family
102382,The Amazing Spider-Man 2,obsession marvelcomic sequel basedoncomicbook electrocution medicalexperiment electricity superpowers andrewgarfield emmastone jamiefoxx marcwebb action adventure fantasy
20526,TRON: Legacy,artificialintelligence secretidentity computerprogram dystopia computer deception duel motorcycle neonlight autocracy garretthedlund jeffbridges oliviawilde josephkosinski adventure action sciencefiction
49013,Cars 2,carrace sequel comedy anthropomorphism bestfriend duringcreditsstinger owenwilson larrythecableguy michaelcaine johnlasseter bradlewis animation family adventure comedy
44912,Green Lantern,dccomics transformation superhero alien alieninfection magicalobject protector superpowers origin 3d ryanreynolds blakelively petersarsgaard martincampbell adventure action thriller sciencefiction
10193,Toy Story 3,hostage college toy barbie animation escape daycare teddybear duringcreditsstinger toycomestolife personification inanimateobjectscomingtolife toystory tomhanks timallen nedbeatty leeunkrich animation family comedy
534,Terminator Salvation,savingtheworld artificialintelligence prophecy sanfrancisco cyborg killerrobot gasstation post-apocalyptic dystopia army firearm wartime losangeles christianbale samworthington antonyelchin mcg action sciencefiction thriller
168259,Furious 7,carrace speed revenge suspense car race musclecar vindiesel paulwalker dwaynejohnson jameswan action
72190,World War Z,dystopia apocalypse zombie nuclearweapons multipleperspectives zombieapocalypse bradpitt mireilleenos abigailhargrove marcforster action drama horror sciencefiction thriller
127585,X-Men: Days of Future Past,1970s mutant timetravel marvelcomic basedoncomicbook superhuman storm beast aftercreditsstinger changingthepastorfuture hughjackman jamesmcavoy michaelfassbender bryansinger action adventure fantasy sciencefiction
54138,Star Trek Into Darkness,spacecraft friendship sequel futuristic space alien imax spaceopera terroristbombing 3d chrispine zacharyquinto zoesaldana j.j.abrams action adventure sciencefiction
81005,Jack the Giant Slayer,basedonfairytale giant nicholashoult eleanortomlinson ewanmcgregor bryansinger action family fantasy
64682,The Great Gatsby,basedonnovel infidelity obsession hope 3d leonardodicaprio tobeymaguire careymulligan bazluhrmann drama romance
9543,Prince of Persia: The Sands of Time,persia sandstorm brotheragainstbrother armageddon regent basedonvideogame jakegyllenhaal gemmaarterton benkingsley mikenewell adventure fantasy action romance
68726,Pacific Rim,dystopia giantrobot giantmonster apocalypse imax duringcreditsstinger 3d idriselba charliehunnam charlieday guillermodeltoro action sciencefiction adventure
38356,Transformers: Dark of the Moon,moon spacecraft traitor bodyguard alienplanet basedoncartoon transformers giantrobot sabotage worddomination commando duringcreditsstinger shialabeouf johnmalkovich kenjeong michaelbay action sciencefiction adventure
217,Indiana Jones and the Kingdom of the Crystal Skull,savingtheworld riddle whip treasure mexicocity leatherjacket machinegun alienphenomenons mayacivilization peru treasurehunt nuclearexplosion refrigerator archaeologist indianajones archeology  harrisonford cateblanchett shialabeouf stevenspielberg adventure action
105864,The Good Dinosaur,tyrannosaurusrex friends alternatehistory dinosaur fear storm nature human journey raymondochoa jackbright jeffreywright petersohn adventure animation family
62177,Brave,scotland rebel bravery kingdom archer wish bear scot rebelliousdaughter turnsintoanimal archery ruins aftercreditsstinger peaceoffering womandirector courage 3d kellymacdonald juliewalters billyconnolly brendachapman markandrews stevepurcell animation adventure comedy family action fantasy
188927,Star Trek Beyond,sequel stranded hatred spaceopera chrispine zacharyquinto karlurban justinlin action adventure sciencefiction
10681,WALL·E,romanticcomedy benburtt elissaknight jeffgarlin andrewstanton animation family
5174,Rush Hour 3,ambassador christucker jackiechan hiroyukisanada brettratner action comedy crime thriller
14161,2012,civilization naturaldisaster endoftheworld disaster apocalypse destruction volcaniceruption mayan ark solar destructionofmankind johncusack amandapeet chiwetelejiofor rolandemmerich action adventure sciencefiction
17979,A Christmas Carol,holiday basedonnovel victorianengland money christmaseve scrooge christmascarol ghost lesson charlesdickens christmas garyoldman jimcarrey stevevalentine robertzemeckis animation drama
76757,Jupiter Ascending,jupiter space womandirector 3d interspeciesromance milakunis channingtatum seanbean lillywachowski lanawachowski sciencefiction fantasy action adventure
258489,The Legend of Tarzan,africa feralchild tarzan jungle animalattack alexanderskarsgård margotrobbie christophwaltz davidyates action adventure
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",savingtheworld witch basedonnovel brothersisterrelationship selfsacrifice winter cupboard beaver lion fairy-talefigure battle narnia fantasyworld duringcreditsstinger williammoseley annapopplewell skandarkeynes andrewadamson adventure family fantasy
246655,X-Men: Apocalypse,mutant supernaturalpowers marvelcomic superhero basedoncomicbook superhuman apocalypse superheroteam worlddomination aftercreditsstinger 1980s jamesmcavoy michaelfassbender jenniferlawrence bryansinger sciencefiction
155,The Dark Knight,dccomics crimefighter secretidentity scarecrow sadism chaos gothamcity vigilante joker superhero basedoncomicbook tragichero organizedcrime criminalmastermind districtattorney imax supervillain superpowers batman christianbale heathledger aaroneckhart christophernolan drama action crime thriller
14160,Up,agedifference centralandsouthamerica balloon animation floatingintheair duringcreditsstinger exploring edasner christopherplummer jordannagai petedocter animation comedy family adventure
15512,Monsters vs Aliens,alien giantrobot duringcreditsstinger sethrogen reesewitherspoon hughlaurie conradvernon robletterman animation family adventure sciencefiction
1726,Iron Man,middleeast armsdealer malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse counterterrorism agentcoulson robertdowneyjr. terrencehoward jeffbridges jonfavreau action sciencefiction adventure
44826,Hugo,library clock filmdirector key toy boy love orphan robot automaton hiding filmmaking legbrace doberman 3d benkingsley sachabaroncohen asabutterfield martinscorsese adventure drama family
8487,Wild Wild West,steampunk basedontvseries steamlocomotive drag willsmith kevinkline kennethbranagh barrysonnenfeld action adventure comedy sciencefiction western
1735,The Mummy: Tomb of the Dragon Emperor,brendanfraser jetli johnhannah robcohen adventure action fantasy
297761,Suicide Squad,dccomics shareduniverse antihero secretmission villain superhero supervillain dcextendeduniverse willsmith margotrobbie joelkinnaman davidayer action adventure crime fantasy sciencefiction
2698,Evan Almighty,fathersonrelationship dailylife marriedcouple support father marriage faith baustelle rescue animal nature duringcreditsstinger noah'sark stevecarell laurengraham johngoodman tomshadyac fantasy comedy family
137113,Edge of Tomorrow,dejavu timewarp restart dystopia war alien militaryofficer soldier alieninvasion exoskeleton tomcruise emilyblunt brendangleeson dougliman action sciencefiction
9804,Waterworld,ocean tattoo mutant water dystopia doomsday kevincostner chaimgirafi rickaviles kevinreynolds adventure action
14869,G.I. Joe: The Rise of Cobra,terrorist secret hostage technology warhead government president revenge murder attack explosion scientist lasers evil cobra dennisquaid channingtatum marlonwayans stephensommers adventure action thriller sciencefiction
150540,Inside Out,dream cartoon imaginaryfriend animation family moving kids unicorn duringcreditsstinger 3d emotions amypoehler phyllissmith richardkind petedocter drama comedy animation family
278927,The Jungle Book,basedonnovel snake wolf elephant tiger feralchild panther remake bear jungle talkinganimal orphan animal talkingtoanimals neelsethi billmurray benkingsley jonfavreau family adventure drama fantasy
10138,Iron Man 2,malibu marvelcomic superhero basedoncomicbook revenge aftercreditsstinger marvelcinematicuniverse robertdowneyjr. gwynethpaltrow doncheadle jonfavreau adventure action sciencefiction
58595,Snow White and the Huntsman,queen magic fairytale immortality forest deception woman eternalyouth snowwhite evilqueen evilstepmother imprisoned sorceress kristenstewart charlizetheron chrishemsworth rupertsanders adventure fantasy drama
102651,Maleficent,fairytale villain sleepingbeauty darkfantasy basedonfairytale adaptation retelling literaryadaptation 3d angelinajolie ellefanning sharltocopley robertstromberg fantasy adventure action family romance
119450,Dawn of the Planet of the Apes,leader colony post-apocalyptic dystopia forest sequel woods ape scientist monkey medicalresearch animalattack plague 3d andyserkis jasonclarke garyoldman mattreeves sciencefiction action drama thriller
79698,The Lovers,joshhartnett simonekessell tamsinegerton rolandjoffé action adventure sciencefiction romance
64686,47 Ronin,japan suicide samurai basedontruestory samuraisword ronin shogun halfbreed 3d keanureeves hiroyukisanada koushibasaki carlrinsch drama action adventure fantasy
100402,Captain America: The Winter Soldier,washingtond.c. future shield marvelcomic superhero basedoncomicbook captainamerica aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d politicalthriller chrisevans samuell.jackson scarlettjohansson anthonyrusso joerusso action adventure sciencefiction
10192,Shrek Forever After,ogre 3d mikemyers eddiemurphy camerondiaz mikemitchell comedy adventure fantasy animation family
158852,Tomorrowland,inventor apocalypse destiny imax dreamer futuristiccar futuristiccity brittrobertson georgeclooney raffeycassidy bradbird adventure family mystery sciencefiction
177572,Big Hero 6,brotherbrotherrelationship hero talent revenge bestfriend anotherdimension robot boygenius hate aftercreditsstinger moraldilemma 3d teensuperheroes deadbrother scottadsit ryanpotter danielhenney chriswilliams donhall adventure family animation action comedy
82690,Wreck-It Ralph,supportgroup productplacement bullying racing arcade medal selfesteem curiosity precociouschild aftercreditsstinger duringcreditsstinger firstpersonshooter glitch carefree videogamer q*bert interruptedwedding socialreject johnc.reilly sarahsilverman jackmcbrayer richmoore family animation comedy adventure
5255,The Polar Express,santaclaus nerd faith gift bell beard northpole chute trestle ticket christmas tomhanks michaeljeter nonagaye robertzemeckis adventure animation family fantasy
47933,Independence Day: Resurgence,alternatehistory alieninvasion liamhemsworth jeffgoldblum billpullman rolandemmerich action adventure sciencefiction
10191,How to Train Your Dragon,flying blacksmith arena island night ship training village forest viking friendship ignorance flight nest dragon battle combat well warrior jaybaruchel gerardbutler craigferguson chrissanders deandeblois fantasy adventure animation family
296,Terminator 3: Rise of the Machines,savingtheworld artificialintelligence manvsmachine cyborg killerrobot sunglasses leatherjacket nanotechnology rocketlauncher firemen veterinarian fireengine dystopia psychiatrist arnoldschwarzenegger nickstahl clairedanes jonathanmostow action thriller sciencefiction
118340,Guardians of the Galaxy,marvelcomic spaceship space outerspace orphan adventurer aftercreditsstinger duringcreditsstinger marvelcinematicuniverse chrispratt zoesaldana davebautista jamesgunn action sciencefiction adventure
157336,Interstellar,savingtheworld artificialintelligence fathersonrelationship singleparent nasa expedition wormhole spacetravel famine blackhole dystopia raceagainsttime quantummechanics spaceship space rescue familyrelationships farmhouse robot astronaut scientist fatherdaughterrelationship singlefather farmer spacestation imax astrophysics zerogravity courage timeparadox relativity matthewmcconaughey jessicachastain annehathaway christophernolan adventure drama sciencefiction
27205,Inception,lossoflover dream kidnapping sleep subconsciousness heist redemption femalehero leonardodicaprio josephgordon-levitt ellenpage christophernolan action thriller sciencefiction mystery adventure
315011,Shin Godzilla,monster godzilla giantmonster destruction kaiju toyko hirokihasegawa yutakatakenouchi satomiishihara hideakianno shinjihiguchi action adventure drama horror sciencefiction
49051,The Hobbit: An Unexpected Journey,riddle elves dwarves orcs middle-earth(tolkien) hobbit mountains wizard journey ring goblin courage giant tunnel undergroundlake buriedtreasure climbingatree invisibility ancient gnomes ianmckellen martinfreeman richardarmitage peterjackson adventure fantasy action
9799,The Fast and the Furious,streetgang carrace undercover auto-tuning losangeles car automobileracing aftercreditsstinger duringcreditsstinger paulwalker vindiesel michellerodriguez robcohen action crime thriller
4922,The Curious Case of Benjamin Button,diary navy funeral tea travel hospital cateblanchett bradpitt tildaswinton davidfincher fantasy drama thriller mystery romance
49538,X-Men: First Class,cia mutant mine marvelcomic superhero basedoncomicbook superhuman historicalfiction nuclearwar cubanmissilecrisis worldwariii 1960s jamesmcavoy michaelfassbender jenniferlawrence matthewvaughn action sciencefiction adventure
131634,The Hunger Games: Mockingjay - Part 2,revolution strongwoman dystopia gameofdeath 3d basedonyoungadultnovel jenniferlawrence joshhutcherson liamhemsworth francislawrence action adventure sciencefiction
27022,The Sorcerer's Apprentice,witch fire wolf fountain magic book castle water apprentice training merlin love mission sorcerer dragon aftercreditsstinger apprendista morgana nicolascage jaybaruchel monicabellucci jonturteltaub fantasy adventure action comedy drama
503,Poseidon,newyear'seve fire drowning cataclysm lossoffather atlanticocean ball self-abandonment shipwreck giantwave blackout ship daughter single escape capsizedship kurtrussell richarddreyfuss joshlucas wolfgangpetersen adventure action drama thriller
241259,Alice Through the Looking Glass,basedonnovel clock queen sequel aliceinwonderland darkfantasy madhatter 3d johnnydepp miawasikowska annehathaway jamesbobin fantasy
810,Shrek the Third,ambush sadness stage liberationofprisoners island traitor shipwreck prince ship donkey kingdom theatreplay transformation conciliation tricks heirtothethrone assault boardingschool coupd'etat teacher bestfriend dragon cowardliness pregnancy capture duringcreditsstinger mikemyers eddiemurphy camerondiaz chrismiller ramanhui fantasy adventure animation comedy family
68735,Warcraft,videogame elves orcs magic chase basedoncomicbook sorcerer fictionalwar basedonvideogame wizard fictionallanguage muscles orc swordandsorcery paulapatton travisfimmel benfoster duncanjones action adventure fantasy
87101,Terminator Genisys,savingtheworld artificialintelligence cyborg killerrobot future timetravel dystopia sequel fiction duringcreditsstinger 3d arnoldschwarzenegger jasonclarke emiliaclarke alantaylor sciencefiction action thriller adventure
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,basedonnovel magic goodvsevil king narnia fantasyworld knifeheldtothroat snowing quest skandarkeynes georgiehenley simonpegg michaelapted adventure family fantasy
676,Pearl Harbor,nurse patriotism hawaii worldwarii pilot pearlharbor u.s.airforce airplane war army love pin-up benaffleck joshhartnett katebeckinsale michaelbay history romance war
1858,Transformers,destroy transformation alien basedontoy transformers robot duringcreditsstinger teenagehero shialabeouf joshduhamel meganfox michaelbay adventure sciencefiction action
1966,Alexander,aristotle egypt greece persia elephant campaign alexanderthegreat homosexuality gayrelationship ancientworld colinfarrell angelinajolie valkilmer oliverstone war history action adventure drama romance
675,Harry Potter and the Order of the Phoenix,prophecy witch lossoflover magic cuttingthecord childhero dyinganddeath broom sorcerer'sapprentice schoolofwitchcraft blackmagic deathofafriend sorcery occultism danielradcliffe rupertgrint emmawatson davidyates adventure fantasy family mystery
674,Harry Potter and the Goblet of Fire,magic dyinganddeath broom sorcerer'sapprentice schoolofwitchcraft chosenone blackmagic boardingschool vision tournament teenager wizard teenagehero basedonyoungadultnovel danielradcliffe rupertgrint emmawatson mikenewell adventure fantasy family
8960,Hancock,flying alcohol loveofone'slife forbiddenlove lovers affection advertisingexpert alcoholism invulnerability superhero pokies duringcreditsstinger willsmith charlizetheron jasonbateman peterberg fantasy action
6479,I Am Legend,savingtheworld lostcivilisation post-apocalyptic dystopia matteroflifeanddeath alone helplessness virus pandemic willsmith alicebraga charlietahan francislawrence drama horror action thriller sciencefiction
118,Charlie and the Chocolate Factory,londonengland fathersonrelationship chocolate factoryworker basedonnovel parentskidsrelationship candy overweightchild grandfathergrandsonrelationship teacher johnnydepp freddiehighmore davidkelly timburton adventure comedy family fantasy
2062,Ratatouille,paris brotherbrotherrelationship expensiverestaurant river cook mouse confidence roof window leavingone'sfamily work restaurantcritic kitchen spice court cookbook family chef rat pattonoswalt ianholm louromano janpinkava bradbird animation comedy family fantasy
272,Batman Begins,himalaya martialarts dccomics crimefighter secretidentity undercover hero lossoffather society gothamcity vigilante superhero basedoncomicbook rivalry tragichero ninja goodvsevil crime superpowers hauntedbythepast evildoctor escapade mastervillain fightingcrime unfulfillment loveandromance unfulfilledlove christianbale michaelcaine liamneeson christophernolan action crime drama
10527,Madagascar: Escape 2 Africa,africa jealousy dance hunger lion zoo hippopotamus chimp penguin volcano madagascar airplane zebra sequel shark imax duringcreditsstinger benstiller jadapinkettsmith davidschwimmer ericdarnell tommcgrath family animation
18360,Night at the Museum: Battle of the Smithsonian,museum theodoreroosevelt duringcreditsstinger ameliaearhart smithsonian benstiller amyadams owenwilson shawnlevy adventure fantasy action comedy family
2080,X-Men Origins: Wolverine,corruption mutant boxer army marvelcomic superhero aftercreditsstinger duringcreditsstinger hughjackman lievschreiber dannyhuston gavinhood adventure action thriller sciencefiction
605,The Matrix Revolutions,savingtheworld artificialintelligence manvsmachine flying philosophy fortuneteller kungfu undergroundworld killerrobot temple subway dream sun hero fight sunlight computervirus key future precognition supercomputer machinetown yingyang dyinganddeath virtualreality dystopia computer faith worldreligion truth rescue mission cyberpunk womandirector yinyang gnosticism keanureeves laurencefishburne carrie-annemoss lillywachowski lanawachowski adventure action thriller sciencefiction
109445,Frozen,queen musical princess betrayal snowman animation reindeer curse snow troll mountainclimber aftercreditsstinger womandirector 3d kristenbell idinamenzel jonathangroff chrisbuck jenniferlee animation adventure family
604,The Matrix Reloaded,savingtheworld artificialintelligence manvsmachine martialarts kungfu undergroundworld dream hero fight computervirus key future plato precognition rave dyinganddeath virtualreality dystopia computer faith worldreligion truth mission cyberpunk womandirector gnosticism keanureeves carrie-annemoss laurencefishburne lillywachowski lanawachowski adventure action thriller sciencefiction
76338,Thor: The Dark World,marvelcomic superhero basedoncomicbook hostiletakeover norsemythology aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d asgard chrishemsworth natalieportman tomhiddleston alantaylor action adventure fantasy
76341,Mad Max: Fury Road,future chase post-apocalyptic dystopia australia rescue survival ontherun convoy peakoil darkfuture tomhardy charlizetheron nicholashoult georgemiller action adventure sciencefiction thriller
13448,Angels & Demons,rome vatican basedonnovel symbolism christian illuminati quantummechanics prequel antimatter conspiracy investigator catholicism cern tomhanks ewanmcgregor ayeletzurer ronhoward thriller mystery
10195,Thor,newmexico banishment shield marvelcomic hammer superhero basedoncomicbook redemption norsemythology aftercreditsstinger marvelcinematicuniverse 3d asgard odin heimdall chrishemsworth natalieportman tomhiddleston kennethbranagh adventure fantasy action
13053,Bolt,hamster kidsandfamily animal catvsdog duringcreditsstinger dogcatfriendship animallead girldogrelationship johntravolta mileycyrus susieessman chriswilliams byronhoward animation family adventure comedy
19585,G-Force,dyr duringcreditsstinger samrockwell penélopecruz tracymorgan hoytyeatman fantasy action adventure family comedy
57165,Wrath of the Titans,underworld hades mythology greekmythology zeus perseus gods ancientgreece basedongreekmyth ares 3d samworthington liamneeson ralphfiennes jonathanliebesman adventure
62213,Dark Shadows,witch imprisonment vampire curse fishoutofwater chains gothic madness oldhouse lostlove angrymob 18thcentury ghost hiddenroom oldmansion johnnydepp michellepfeiffer helenabonhamcarter timburton comedy fantasy
177677,Mission: Impossible - Rogue Nation,londonengland spy austria villain sequel mission conspiracy viennaopera vienna tomcruise rebeccaferguson simonpegg christophermcquarrie action adventure thriller
7978,The Wolfman,fathersonrelationship victorianengland remake ruralsetting werewolf beniciodeltoro anthonyhopkins emilyblunt joejohnston drama horror thriller
5559,Bee Movie,factoryworker tennis flower florist flowershop pilot college airplane beehive court aftercreditsstinger jerryseinfeld renéezellweger jimcummings stevehickner simonj.smith family animation adventure comedy
49444,Kung Fu Panda 2,martialarts hope fleet panda mission womandirector jackblack angelinajolie dustinhoffman jenniferyuhnelson animation family
10196,The Last Airbender,fire ice warship prince kingdom water village arrest remake attack avatar air spirit world domination cheering noahringer nicolapeltz jacksonrathbone m.nightshyamalan action adventure family fantasy
956,Mission: Impossible III,berlin cia vatican whitehouse secretidentity secret explosive mobilephone map traitor mask honeymoon shanghai pretendedmurder secretmission letter funeral coveredinvestigation toshootdead secretagent video stamp harddrive e-mail decipherment suitcase computer revenge murder mission hospital duel disguise celebration goodandbad researchlaboratory blast tomcruise philipseymourhoffman vingrhames j.j.abrams adventure action thriller
117251,White House Down,usapresident conspiracy secretservice thewhitehouse channingtatum jamiefoxx joeyking rolandemmerich action drama thriller
50321,Mars Needs Moms,boy alien rescue martian alienabduction alieninvasion basedonchildren'sbook duringcreditsstinger sethgreen joancusack danfogler simonwells adventure animation family
11619,Flushed Away,londonengland underworld return ship frog girlfriend rubin hughjackman katewinslet ianmckellen davidbowers samfell adventure animation comedy family
266647,Pan,flying magic fairytale peterpan mermaid pirate fantasyworld levimiller garretthedlund hughjackman joewright adventure family fantasy
82703,Mr. Peabody & Sherman,fathersonrelationship egypt intelligence adoption timetravel boy childprodigy friendship growingup children talkinganimal talkingdog dog firstlove ancientegypt timetraveler duringcreditsstinger newschool georgewashington gags trouble timeparadox prodigy tyburrell maxcharles arielwinter robminkoff animation adventure family
652,Troy,brotherbrotherrelationship adultery mythology beauty trojanwar bravery wall fraud hostility epic swordfight battlefield ancientworld pyre ancientgreece trojanhorse trojan bronzeage spartagreece helenoftroy homer'siliad bradpitt orlandobloom ericbana wolfgangpetersen adventure drama war
80321,Madagascar 3: Europe's Most Wanted,madagascar 3d benstiller sachabaroncohen davidschwimmer conradvernon ericdarnell tommcgrath animation family
36669,Die Another Day,laser britishsecretservice secretserviceagent spacebasedweapon piercebrosnan halleberry rosamundpike leetamahori adventure action thriller
43074,Ghostbusters,femalefriendship ghosthunting reboot ghost melissamccarthy kristenwiig katemckinnon paulfeig action fantasy comedy
